"","logFC","logCPM","PValue","FDR"
"gene:MD17G1091000",3.42722123779041,4.20556641795254,4.52984879423236e-258,1.55742343713565e-256
"gene:MD17G1001700",1.01359437223317,6.94343457155567,6.33835405934121e-258,2.17779238725547e-256
"gene:MD06G1103400",2.99851123354846,4.4386619640999,8.12250403425982e-258,2.78899078952407e-256
"gene:MD02G1096000",-1.63620090176474,5.59116506648333,1.31509391588725e-257,4.51264594780804e-256
"gene:MD03G1065600",3.86192274131047,4.03246460017149,2.33734736789116e-257,8.01521700454795e-256
"gene:MD16G1093600",3.20512928477837,4.31464195280123,2.61045989976017e-257,8.94595617759918e-256
"gene:MD15G1099300",3.81802817871086,4.04234210022734,3.40173987458933e-257,1.16500755016698e-255
"gene:MD01G1100100",1.95981118441256,5.30235612687247,6.52484711083421e-257,2.2331405676347e-255
"gene:MD05G1126500",-1.49718212138793,5.91436672558042,6.7793885652703e-257,2.31875312789184e-255
"gene:MD07G1062300",0.533350625878848,8.75692037789016,9.14660188899204e-257,3.12638321599047e-255
"gene:MD17G1231000",1.84908090234236,5.4386541640928,1.1145157732464e-256,3.80703862673499e-255
"gene:MD06G1025000",1.45349506200504,5.91371172020531,1.90685793630471e-256,6.50935886204833e-255
"gene:MD17G1262000",5.82628508466964,3.66721942760169,2.00767847099301e-256,6.84909251220195e-255
"gene:MD05G1291800",2.8352009504735,4.52338410623942,4.79779481283222e-256,1.63568517274456e-254
"gene:MD11G1065500",3.24815371871297,4.27702472657855,2.59827786937079e-255,8.85244012328715e-254
"gene:MD11G1111800",1.32858914480704,6.28187924776176,5.51938897203611e-255,1.87926464670211e-253
"gene:MD08G1037600",3.3896052698145,4.20556648281009,5.81863663423094e-255,1.97987557887725e-253
"gene:MD12G1132500",2.73632222636275,4.5832487557128,7.69922538066921e-255,2.61808411219777e-253
"gene:MD17G1230800",-0.546059773510396,8.69008167564109,1.09745207636742e-254,3.72942783245452e-253
"gene:MD13G1058000",2.26150734054142,4.980887729206,1.26099758223885e-254,4.28243873051251e-253
"gene:MD14G1132200",-1.10336000525503,6.85676719297126,1.27789920499971e-254,4.33704517187193e-253
"gene:MD11G1064600",-0.7058593843018,7.96662637063044,1.28653727918129e-254,4.36355386760773e-253
"gene:MD15G1141900",1.55181831586849,5.721495913861,1.89403778248698e-254,6.41988731916105e-253
"gene:MD15G1135700",3.98935201965545,3.96828447566628,1.91740801638944e-254,6.49492717998685e-253
"gene:MD16G1078200",1.60841407643703,5.62108227176709,3.96728276983081e-254,1.34299397024164e-252
"gene:MD15G1245900",2.27747812483513,4.95031998331771,5.59305231139714e-254,1.89213067322256e-252
"gene:MD05G1257400",3.62662292509603,4.09496556183873,1.35932884838732e-253,4.59566428158948e-252
"gene:MD09G1031900",2.39834474363877,4.83760989954335,2.35426399420043e-253,7.95427529264092e-252
"gene:MD07G1112500",1.9648663407572,5.27469175057819,4.49407402272319e-253,1.51742610776212e-251
"gene:MD04G1019600",-1.08923780702146,6.77140994120204,5.74052365021324e-253,1.93705027406204e-251
"gene:MD14G1041500",-1.58387653558925,5.74794753953491,5.9190039681541e-253,1.99599864631979e-251
"gene:MD07G1308000",-1.62845392637849,5.57764231126781,6.17637936485512e-253,2.0814595787976e-251
"gene:MD09G1114800",-1.49851287077268,5.80643852904636,7.08129249659176e-253,2.38489430116696e-251
"gene:MD13G1031200",3.95178852702749,3.97173451832945,7.09596668964386e-253,2.38831129022659e-251
"gene:MD09G1180300",2.15903808279114,5.05973045707441,8.18048832242639e-253,2.75157611360389e-251
"gene:MD10G1231200",-1.85054223321811,5.40889593662392,2.36087115346715e-252,7.93592769311734e-251
"gene:MD15G1135000",-1.10953319350956,6.74711963642304,2.61122580026234e-252,8.77188916762012e-251
"gene:MD17G1169600",6.57870154836868,3.52103750028178,4.11388672321786e-252,1.38109802462911e-250
"gene:MD07G1268800",3.113890258565,4.33174758665353,6.07754214001772e-252,2.03903085245976e-250
"gene:MD09G1140000",2.33085186235276,4.91371972735629,7.20572837468954e-252,2.41600330711698e-250
"gene:MD01G1019500",2.20430234888831,5.02694053290048,7.85980395253264e-252,2.63363354676318e-250
"gene:MD08G1101000",2.33707107269216,4.88229006514967,1.10775820627801e-251,3.70947781316246e-250
"gene:MD01G1160000",3.52671395332412,4.1252292416743,1.27680357922812e-251,4.2728361403598e-250
"gene:MD06G1122200",-1.31281496453627,6.16675582148516,1.50765768046711e-251,5.04219237320963e-250
"gene:MD01G1083900",-1.15525651186158,6.53222625527758,1.79117503408604e-251,5.98658824288543e-250
"gene:MD16G1001500",3.29877714612706,4.23170103299411,2.35237980980973e-251,7.85730611457728e-250
"gene:MD10G1265300",4.18389208022915,3.89507185360833,4.0773645258493e-251,1.36103976239125e-249
"gene:MD03G1241000",-1.19117733029457,6.94761734673792,7.09536690320714e-251,2.36696233929189e-249
"gene:MD07G1268700",4.05364489270988,3.92741250205726,7.29898914174897e-251,2.43335010319205e-249
"gene:MD04G1011000",0.750137569670152,7.81534658539851,7.91988333867759e-251,2.63867698777761e-249
"gene:MD09G1290100",6.30931581095348,3.53354196025256,1.29603553593717e-250,4.31529104803425e-249
"gene:MD16G1183000",-1.4769331748083,6.16625706405081,1.55417255503599e-250,5.17152143376359e-249
"gene:MD08G1087900",1.61551622227279,5.96278721131404,1.65992199191976e-250,5.51992091903153e-249
"gene:MD04G1047400",0.811552230806082,7.53185117926147,4.32362637470776e-250,1.43687699198779e-248
"gene:MD01G1135500",2.25153279162757,4.95264990917153,4.39181435148005e-250,1.45861889616756e-248
"gene:MD12G1128800",2.30623072074921,4.90050608795303,5.92336036101936e-250,1.96604121334501e-248
"gene:MD14G1223200",6.72041082202284,3.49889063029611,5.9612875195649e-250,1.97738531490171e-248
"gene:MD08G1064800",2.55933074764694,4.79215128386053,7.99144080975926e-250,2.64912997955696e-248
"gene:MD11G1158800",2.4047119544588,4.81089278515303,1.18385192824799e-249,3.92195568767129e-248
"gene:MD04G1081700",2.41670638481399,4.81281757326343,1.47363927793923e-249,4.87892085108556e-248
"gene:MD06G1173100",2.68497018123438,4.58999921339923,1.61236425014335e-249,5.33486216542098e-248
"gene:MD16G1132200",2.3086774759919,4.94154966323374,1.85821965678887e-249,6.14447416418194e-248
"gene:MD05G1329100",-1.20542744490725,6.40444405029309,2.00389327046984e-249,6.6220134697901e-248
"gene:MD07G1106700",7.327318683262,3.46175171224575,2.11656065662091e-249,6.98995150850618e-248
"gene:MD11G1184900",2.37316810481023,4.85950200702266,2.14765237910427e-249,7.08819362492732e-248
"gene:MD12G1252900",2.59653429914714,4.65224089922634,4.12542798856513e-249,1.36072043492754e-247
"gene:MD10G1064000",2.53004397170834,4.70294087556695,6.1508925599878e-249,2.02752640316448e-247
"gene:MD09G1090700",1.48657131235917,5.80799334503193,6.76159747935678e-249,2.22744167806843e-247
"gene:MD07G1129000",1.61856843507922,5.57267872858829,9.93978126991538e-249,3.27237205965423e-247
"gene:MD09G1199900",4.11245977925818,3.89628283977459,1.34890752642321e-248,4.43809930449698e-247
"gene:MD11G1080700",2.17034794984074,5.35526128259138,1.40672306780186e-248,4.6254352443228e-247
"gene:MD04G1178500",-0.96082931938673,7.0587132665017,2.19447974525255e-248,7.21115615229688e-247
"gene:MD15G1065300",4.39879503123848,3.81538669563074,2.24805848935336e-248,7.38261847988701e-247
"gene:MD11G1046800",4.44636767200741,3.80252845151445,3.18772474915436e-248,1.04619658366615e-246
"gene:MD02G1316400",1.82546812344713,5.42025513906024,3.72205876381169e-248,1.22080286854597e-246
"gene:MD15G1251700",1.92515835971429,5.29273408022924,5.07170599611695e-248,1.66244155339468e-246
"gene:MD00G1008700",2.12695913559529,5.06296873367851,1.22840359066448e-247,4.0240517872817e-246
"gene:MD12G1109900",-2.32379166289183,4.86511846658587,3.16531948905611e-247,1.03626390547677e-245
"gene:MD13G1227100",3.30911711209238,4.19871311658544,4.11775549511657e-247,1.34723661642645e-245
"gene:MD16G1260700",3.53790880389853,4.09602001070483,4.33451700657135e-247,1.41727688433713e-245
"gene:MD15G1133400",2.85698907394086,4.45683026706028,7.44753700367272e-247,2.43364652484946e-245
"gene:MD16G1093500",2.44883255139042,4.75592679564367,1.19210281486685e-246,3.89304610271779e-245
"gene:MD09G1288800",-1.56166688742443,5.65443356701214,2.42537968373279e-246,7.91565284033113e-245
"gene:MD06G1085300",1.53408814101394,5.84921452787154,2.69139635962003e-246,8.77841282638962e-245
"gene:MD07G1205600",3.06285437479057,4.32906036163439,3.84271309821024e-246,1.25258672133935e-244
"gene:MD08G1227300",1.73651502052867,5.60561990973372,4.02412571592015e-246,1.31091052738323e-244
"gene:MD01G1146300",3.58344104221482,4.06943083858127,4.22726049662575e-246,1.37623423365765e-244
"gene:MD15G1058900",-1.5001520697044,5.76395404492235,4.23030239616304e-246,1.37637494556468e-244
"gene:MD17G1042300",-1.34708856825656,6.06167153565271,6.87534348305161e-246,2.23558872157599e-244
"gene:MD01G1113900",-1.56481517207081,5.6440193474995,1.61909922046671e-245,5.26142402875138e-244
"gene:MD15G1188300",2.07356263673416,5.10703588990082,1.80857222091924e-245,5.87351647189051e-244
"gene:MD00G1007000",4.43265863078813,3.78955454926126,2.09027157288589e-245,6.78418541695843e-244
"gene:MD14G1118000",-1.28166659993196,6.19777797014574,2.20138985437552e-245,7.14043679640954e-244
"gene:MD13G1061500",2.09593548277554,5.10860350073375,2.22314262162412e-245,7.20656207787817e-244
"gene:MD09G1016100",3.2636214515232,4.21044229940516,2.87338115241386e-245,9.30866064861543e-244
"gene:MD08G1127200",1.34197030625503,6.06995254151859,4.02736006809633e-245,1.30391035820423e-243
"gene:MD13G1040500",-1.38263506864232,5.98435745385458,4.35545041177094e-245,1.40926877403197e-243
"gene:MD06G1130500",1.35768888394897,6.0368484770221,5.20709452622155e-245,1.68379750096536e-243
"gene:MD02G1015200",2.82020937804152,4.47801080953726,9.86275866436501e-245,3.18732692841468e-243
"gene:MD17G1190500",2.49250380272411,4.71739880658728,1.1236310330566e-244,3.62899107865512e-243
"gene:MD11G1082600",3.03868239023325,4.33264251749584,2.04847329759469e-244,6.6119051522914e-243
"gene:MD15G1136000",1.97262421216364,5.28997277746319,2.43374364529428e-244,7.85064670314774e-243
"gene:MD11G1035700",-1.56236733445401,5.64077192552691,3.04373028763576e-244,9.8123092359534e-243
"gene:MD01G1074400",2.26484471188414,4.90532521861607,3.78611929840553e-244,1.21981501476607e-242
"gene:MD15G1242400",1.76434525546464,5.49768086172623,4.49780689291201e-244,1.44822242575746e-242
"gene:MD07G1159600",-0.409822072202051,9.886482154665,5.29864288922621e-244,1.70503797816156e-242
"gene:MD13G1084700",2.32309773858972,4.85203394978692,7.83945604081137e-244,2.52110214053922e-242
"gene:MD13G1156800",2.15306739428256,5.35085236756592,9.97085552403793e-244,3.20458800239661e-242
"gene:MD14G1233200",1.38032385215133,5.98287653050635,1.13783282082957e-243,3.65471624868285e-242
"gene:MD01G1132800",5.07870326550268,3.64434216345065,1.25962444786516e-243,4.04344814393528e-242
"gene:MD08G1108000",2.67105688827093,4.60562812565346,1.84567654013683e-243,5.92109649655453e-242
"gene:MD15G1343900",-0.729019387587797,7.80509273735405,2.74396010794095e-243,8.79751976005554e-242
"gene:MD10G1120800",1.7112533166351,5.54553951586786,3.71616141697096e-243,1.19072946107209e-241
"gene:MD11G1020500",5.43339826411161,3.64722161219099,3.82502228114561e-243,1.22486642458956e-241
"gene:MD12G1172200",1.29847087740523,6.14953453835276,4.77745119771489e-243,1.52883616278822e-241
"gene:MD07G1215800",-0.902336546128721,7.37316670336184,4.78005883930486e-243,1.52883616278822e-241
"gene:MD15G1014800",2.19667104518978,4.96366525490826,7.98657849826807e-243,2.55284931258883e-241
"gene:MD04G1104600",1.9894366854772,5.19968684523687,8.91387446652923e-243,2.84752667013457e-241
"gene:MD14G1095400",-1.52578491186762,5.69535407450935,1.92658080534795e-242,6.15071418007604e-241
"gene:MD03G1168800",3.55646088199552,4.05865661381108,2.30480959882221e-242,7.35377876899467e-241
"gene:MD04G1064600",0.542976758669712,8.62552372299286,3.91299147617814e-242,1.24773327354964e-240
"gene:MD07G1072400",2.50147211030969,4.68343547145764,1.03506748707582e-241,3.29851929521847e-240
"gene:MD17G1156800",4.57324894213605,3.73375313659126,1.13304131346675e-241,3.60855869043177e-240
"gene:MD15G1438000",2.8071643229421,4.46010925688997,1.45214475712249e-241,4.6220619574772e-240
"gene:MD05G1272500",1.88465609208934,5.31508794373105,1.987478211042e-241,6.32217058676514e-240
"gene:MD03G1029900",4.50700420488347,3.76855056378115,4.99436890963938e-241,1.58775172190048e-239
"gene:MD02G1119200",1.22531742066126,6.33664605241873,5.62187891421176e-241,1.78616575791833e-239
"gene:MD01G1113500",3.16086121576006,4.23744530515102,8.12703617231436e-241,2.5805419311501e-239
"gene:MD07G1033200",1.13949277478389,6.51826526551987,3.2747739425827e-240,1.03919887187578e-238
"gene:MD06G1043600",-1.28568580595193,6.15794848267757,3.36240149184482e-240,1.066364504398e-238
"gene:MD15G1088500",2.87102745389419,4.40673223881607,3.80095742121535e-240,1.20472533264614e-238
"gene:MD07G1299100",2.52422518348005,4.79345174497709,5.45659532808509e-240,1.72844621140262e-238
"gene:MD17G1178300",-1.34902563786289,6.83025333870036,5.79675658747441e-240,1.83509447286908e-238
"gene:MD11G1093500",2.39528308814337,4.76191750852257,6.01645582485814e-240,1.90350267941718e-238
"gene:MD11G1159100",0.956441033490692,7.25179312884813,7.59948226556557e-240,2.40290344225536e-238
"gene:MD01G1034300",2.54358991671196,4.6421724635545,8.68211698328981e-240,2.74358017864403e-238
"gene:MD07G1077700",2.94844118596039,4.35659189503182,9.4018195197508e-240,2.96922972030645e-238
"gene:MD03G1246200",-1.26084945626006,6.2097583859662,9.73616828476291e-240,3.07298175647325e-238
"gene:MD16G1145200",-0.647368966546119,8.32560471215464,1.10135342229841e-239,3.47407182089956e-238
"gene:MD10G1289100",2.92876613257908,4.36972699999346,1.80374744913779e-239,5.68627879348334e-238
"gene:MD00G1071300",4.35479760599393,3.77383046099871,2.17893395837348e-239,6.86494360206546e-238
"gene:MD07G1059900",1.71318527138769,5.57645875517233,2.68717595162272e-239,8.46115503668859e-238
"gene:MD00G1018600",-0.996963380355544,6.8756119320647,4.27785184129313e-239,1.34617054869714e-237
"gene:MD17G1062200",4.25955654931106,3.81922198136801,4.77475354957772e-239,1.50164148454549e-237
"gene:MD02G1140200",2.56689708852966,4.63203317621597,4.88914256509114e-239,1.5367000478276e-237
"gene:MD16G1010700",-0.676209867235094,8.03947017986982,9.57838674445559e-239,3.00877722030573e-237
"gene:MD09G1115900",7.55080116387587,3.38792384043729,1.75293001922173e-238,5.50305250855793e-237
"gene:MD17G1278600",2.51233692014078,4.99564784575096,1.77953759197861e-238,5.5832594966415e-237
"gene:MD06G1041200",1.42546761973805,5.86042622826054,3.32505202046796e-238,1.04260742337396e-236
"gene:MD00G1072300",2.47479598385664,4.68413699942445,3.36707979587797e-238,1.05515838095306e-236
"gene:MD16G1002000",1.32075541422888,6.10152684894525,6.56822762387007e-238,2.05709556478938e-236
"gene:MD14G1020200",-0.72892980803752,7.79409117834952,7.2539024724926e-238,2.27049299882334e-236
"gene:MD09G1105200",3.00909027375369,4.30646875150432,1.76474903023842e-237,5.52044060520785e-236
"gene:MD07G1281900",-0.948923116201559,7.44567624427865,1.79113430115792e-237,5.59965703481743e-236
"gene:MD07G1190100",-1.11611196953119,6.56438353795496,2.23543036494259e-237,6.98452801406618e-236
"gene:MD01G1108700",2.50549079147529,4.65367403991573,2.65861413950389e-237,8.30183353058465e-236
"gene:MD01G1187800",1.28622440871969,6.13908957722512,6.02700970807918e-237,1.88089064505209e-235
"gene:MD10G1206600",3.42470412273905,4.08331840920618,7.05649725571886e-237,2.19982763692518e-235
"gene:MD05G1094500",-1.21583028864617,6.30081257502578,7.05733369044462e-237,2.19982763692518e-235
"gene:MD07G1159300",2.6829681698365,4.51395030056843,1.44071093999536e-236,4.48815922541613e-235
"gene:MD05G1143400",2.46812985013633,4.67851811300981,2.28861230721303e-236,7.12536609768136e-235
"gene:MD13G1199600",0.591834479386972,8.34728348681916,2.57068028143936e-236,7.99883473294355e-235
"gene:MD15G1033700",3.65466433808676,3.98772704160919,3.79788476004554e-236,1.18103915170732e-234
"gene:MD09G1103200",3.74775939939104,3.94390091781166,6.48258271268409e-236,2.01471947465923e-234
"gene:MD05G1223700",8.40215546068207,3.35483721584432,7.72937753506951e-236,2.40079564533039e-234
"gene:MD12G1124500",2.95349867249015,4.32995705468313,2.46804983162315e-235,7.66141354735941e-234
"gene:MD11G1296700",2.42150016007636,4.71122073998707,2.62470973437525e-235,8.14293035886382e-234
"gene:MD16G1120900",2.0145903419441,5.11069196612277,3.1792035686339e-235,9.85740008308762e-234
"gene:MD10G1045900",-1.54493232881563,5.61636430932343,4.11759170501134e-235,1.27594538257346e-233
"gene:MD11G1189000",-0.309634196497331,11.3657308535654,4.87824024777853e-235,1.51076493780439e-233
"gene:MD04G1001000",2.56958177096726,4.64937146623434,5.85162378988253e-235,1.81115311210208e-233
"gene:MD10G1068200",2.91234175478914,4.34776817820741,9.93816897509759e-235,3.07418750683649e-233
"gene:MD17G1047800",-1.50388033926366,5.75397022517406,1.41106899272875e-234,4.36232061814225e-233
"gene:MD12G1129400",1.12392061081493,6.51826533147831,1.46257036503063e-234,4.51888831998128e-233
"gene:MD15G1206700",3.05156632354,4.2676996043182,1.55325812533226e-234,4.79627557307664e-233
"gene:MD14G1223600",-2.67070806094583,4.5028989070594,1.6195011577569e-234,4.99789997432749e-233
"gene:MD01G1121200",1.07876299576712,6.62874192033349,1.9042327227779e-234,5.87316596678532e-233
"gene:MD07G1001900",3.56282567026198,4.00803095539534,2.01835727596281e-234,6.22151847408269e-233
"gene:MD17G1265900",-1.0784335349396,6.69606046461123,2.20644365854949e-234,6.79731571235741e-233
"gene:MD15G1182500",6.85075993769352,3.44530144189359,2.50020322790273e-234,7.69779442164727e-233
"gene:MD09G1208900",2.67561390466449,4.50762625012871,2.77954730706185e-234,8.55286490792e-233
"gene:MD01G1066500",1.82034615033359,5.34155217894908,2.93019016996462e-234,9.01114634134717e-233
"gene:MD16G1101000",-5.33266026140058,3.54287281857385,6.76165357104916e-234,2.07818398013231e-232
"gene:MD01G1004300",6.21539531637114,3.44198870108165,9.20703479715334e-234,2.82812010621237e-232
"gene:MD08G1232200",0.244596479235345,10.9368429276379,1.25476672719317e-233,3.85201699411495e-232
"gene:MD03G1086000",3.97150888253153,3.85079204075872,1.57327464507999e-233,4.82699697825268e-232
"gene:MD16G1163400",-2.52011473678283,4.61599008733525,1.86822542505294e-233,5.72860913620447e-232
"gene:MD10G1073000",2.08807710730049,5.01695746220686,3.92875251375467e-233,1.20398800887818e-231
"gene:MD14G1180600",1.40715497158853,5.94242200985571,4.97060406698483e-233,1.52238460567275e-231
"gene:MD11G1149900",2.29811735935054,4.83508720918831,5.10859017095611e-233,1.56373856184792e-231
"gene:MD09G1107300",7.28330858571924,3.41858417854451,8.69694383613696e-233,2.66058883330452e-231
"gene:MD06G1081500",2.69199252349732,4.48607552929628,9.65819107702805e-233,2.95294293097702e-231
"gene:MD08G1162900",3.872787576337,3.87923866049959,9.81535297063648e-233,2.99925568380266e-231
"gene:MD12G1263900",2.7103800325999,4.47152712536496,1.08928367973986e-232,3.32657270139894e-231
"gene:MD16G1090700",3.40583546794948,4.06620721783489,1.11207128948544e-232,3.39419860409443e-231
"gene:MD02G1194900",-2.0289018221839,5.17050611347766,1.4953284233779e-232,4.56131384484523e-231
"gene:MD11G1150900",1.39387313992133,5.88594488847875,2.8779210684668e-232,8.77366676716808e-231
"gene:MD15G1047700",1.31228057123522,6.0534962293003,3.46404838348021e-232,1.05544411203426e-230
"gene:MD00G1103900",1.78115042564637,5.38014279365965,3.95150059766902e-232,1.20326843545994e-230
"gene:MD07G1176900",2.83545150668206,4.38274419733282,5.24320816174323e-232,1.59568402572706e-230
"gene:MD17G1134500",1.11838962616017,6.50820348457821,1.04530272976853e-231,3.17937204560103e-230
"gene:MD05G1236200",6.32585182899422,3.4185843067955,1.66047166129921e-231,5.04754673709406e-230
"gene:MD01G1108200",1.00120506784837,6.82286352817742,2.12460377270704e-231,6.45470780969712e-230
"gene:MD16G1121000",-1.04968540345823,7.02935485259915,3.17661296296432e-231,9.64523570982737e-230
"gene:MD04G1003700",2.59307974380508,4.55516170075503,3.80572436301728e-231,1.15487749499364e-229
"gene:MD07G1248400",1.83334219169831,5.39734798846815,4.16139035201145e-231,1.2620810152699e-229
"gene:MD11G1306300",0.997853093116959,6.82493174427401,4.83690961730254e-231,1.46611178233421e-229
"gene:MD00G1172000",1.58385331556568,5.59522114937253,5.711262926121e-231,1.73014197579867e-229
"gene:MD15G1028800",-0.986926646837551,6.86250542931189,6.48464941407675e-231,1.96330019947085e-229
"gene:MD15G1398600",-1.03156950214382,6.72735290214445,7.14036489139283e-231,2.16058511036689e-229
"gene:MD01G1236300",4.94242490120349,3.61080698838629,7.61739114527943e-231,2.30360565592421e-229
"gene:MD05G1269400",-0.888129463840808,7.15416852109015,1.62314855969741e-230,4.90581536888257e-229
"gene:MD13G1201100",2.31105108699223,4.84953591945956,1.63931042286297e-230,4.95182537297915e-229
"gene:MD10G1090900",1.95468544529259,5.19870620404312,2.70905284087113e-230,8.17848631255776e-229
"gene:MD09G1292500",-1.10738032853322,6.52245565686275,3.2537970947076e-230,9.81742062768726e-229
"gene:MD13G1097400",2.5610491110818,4.5757119379908,4.16382302924735e-230,1.25559857281609e-228
"gene:MD00G1095600",2.30209806838659,4.78498028519809,4.27665632067965e-230,1.28888646290837e-228
"gene:MD09G1029200",2.15914895667583,4.94272280243767,4.44201669273608e-230,1.33795775209362e-228
"gene:MD03G1252200",3.88814360453193,3.85453466688535,1.28572738969758e-229,3.87046508333561e-228
"gene:MD14G1000100",1.64585766740631,5.75525054380453,2.66576728517188e-229,8.02026425483456e-228
"gene:MD05G1267600",1.22889549472973,6.21867864553494,2.96096042757694e-229,8.90330752057213e-228
"gene:MD04G1077000",5.24605518705443,3.52886583647403,4.10574715316973e-229,1.23385305188219e-227
"gene:MD12G1263300",-1.13587090162667,6.44885697465537,5.01315805077738e-229,1.5056888881324e-227
"gene:MD03G1136600",3.27757116107774,4.10442639109298,5.6963872437106e-229,1.70992122720854e-227
"gene:MD14G1101200",0.70319907081036,7.8080506307216,8.03075418051433e-229,2.40927193534987e-227
"gene:MD08G1148300",-1.50461822284437,5.80353759825194,8.72212362288328e-229,2.61519910173103e-227
"gene:MD16G1047700",2.09888438547362,4.97803248155161,9.47327698072203e-229,2.83880739341057e-227
"gene:MD08G1021900",4.44998115953218,3.6827405313173,1.68647709749136e-228,5.05090792724543e-227
"gene:MD08G1074600",1.96546071310711,5.13346099401583,1.6949052463322e-228,5.07326887609572e-227
"gene:MD06G1134900",2.25048410000923,4.82176744637196,3.16066071170187e-228,9.45526980124039e-227
"gene:MD15G1205100",-1.56453100210039,5.5374628077669,4.48212164097585e-228,1.3400883076344e-226
"gene:MD04G1022100",-1.05829265452462,6.66779934793395,5.47118204840849e-228,1.63487599102046e-226
"gene:MD08G1124400",0.500059816523038,8.7741102836833,1.21991965690262e-227,3.64324929924695e-226
"gene:MD10G1240600",2.0004651317175,5.21335265000197,1.93649343125171e-227,5.78000000326238e-226
"gene:MD02G1188100",-1.67245844875706,5.53007279542008,2.02610934134397e-227,6.04406293958271e-226
"gene:MD16G1073700",-1.05892829107292,6.65121906517891,2.47606826947082e-227,7.38215469757831e-226
"gene:MD11G1291100",-0.857168260830021,7.22995924264747,2.77031566349333e-227,8.25475810216395e-226
"gene:MD11G1247500",5.03589235405463,3.5520980592875,2.88275640516969e-227,8.58494949548586e-226
"gene:MD03G1272900",2.2509056590739,4.81474070166996,3.51347045093443e-227,1.04573332422535e-225
"gene:MD11G1259100",1.70352727402786,5.45805403569869,3.87671674617252e-227,1.15319750654193e-225
"gene:MD17G1264900",1.05445944116184,6.65150730458676,4.031636234486e-227,1.19860499798775e-225
"gene:MD06G1200100",3.74115996306594,3.90352704293637,4.50306890184331e-227,1.33800764480067e-225
"gene:MD04G1018900",3.29201489042929,4.08331888468739,9.19875692316995e-227,2.731709678406e-225
"gene:MD13G1091200",2.48847063077539,4.60043812146621,1.66421409610682e-226,4.93935372215923e-225
"gene:MD14G1239400",-0.940565828771075,6.97823432219967,1.92893567275645e-226,5.72182206506458e-225
"gene:MD11G1249900",1.58899304300591,6.11146102077825,2.39142642674805e-226,7.0897257545317e-225
"gene:MD16G1245000",-1.18971669586643,6.31785669205428,2.60635723166912e-226,7.72257790761018e-225
"gene:MD13G1266700",1.98502685639715,5.10284716769356,2.95244748148343e-226,8.74312367326882e-225
"gene:MD12G1067100",2.45124239816951,4.63638773541611,4.45095359300294e-226,1.31732740431295e-224
"gene:MD07G1201600",-1.35386070151999,5.92419254493948,6.99286824544932e-226,2.06848493624926e-224
"gene:MD08G1159600",4.30923764672456,3.70225544554969,7.67631160177387e-226,2.26937416025312e-224
"gene:MD15G1359800",-2.59066466865039,4.50845232012821,1.04463549438242e-225,3.08656137866796e-224
"gene:MD09G1033600",-2.0278244619851,5.12061159873717,4.61177723407206e-225,1.36186866238631e-223
"gene:MD00G1152400",9.10411631219304,3.2677051963577,7.18190292523189e-225,2.11964601107809e-223
"gene:MD11G1083900",5.40809022955771,3.48929434264375,7.57967634604292e-225,2.2357925624533e-223
"gene:MD02G1209700",-3.86770626463317,3.84831831678141,8.6956193454837e-225,2.56353079877114e-223
"gene:MD04G1173200",3.63908600765009,3.92622800313114,1.0380303008205e-224,3.05847799416613e-223
"gene:MD15G1302600",3.02783492581413,4.21141608453914,1.09410918261023e-224,3.22191024009191e-223
"gene:MD17G1042600",3.15253052105709,4.14165913728699,1.16599134004393e-224,3.431671275963e-223
"gene:MD08G1153600",-1.26125289271258,6.1136083033803,1.48403238561693e-224,4.36527339932085e-223
"gene:MD13G1022200",-2.03819326980402,5.01421263258499,1.96859962274945e-224,5.78739758659022e-223
"gene:MD07G1009000",-0.406067995010272,9.3588216295948,2.70792725224393e-224,7.95647861897478e-223
"gene:MD03G1006300",2.32107262855116,4.72899847058439,5.07566103701671e-224,1.49050912446157e-222
"gene:MD13G1193700",1.45645415123452,5.70914895512747,1.19260895705334e-223,3.5002442406205e-222
"gene:MD03G1202200",-0.853397535682531,7.7404973300935,1.61024543954335e-223,4.72335677013101e-222
"gene:MD09G1286000",2.64278774518304,4.46174664615671,2.02488166867213e-223,5.93631373471022e-222
"gene:MD06G1113500",-1.10359861022266,6.49873524501307,2.11911895766583e-223,6.20913627479186e-222
"gene:MD15G1187000",-1.31882803207974,5.98007998051011,3.23000040617194e-223,9.45882573136669e-222
"gene:MD05G1348100",-0.486428679547962,8.81506233162915,3.52040925986696e-223,1.0303546324897e-221
"gene:MD03G1164000",1.10920494289529,6.5610736132539,3.95931748002601e-223,1.15817173163645e-221
"gene:MD13G1217400",1.7760105402935,5.32725960667105,1.00472100855382e-222,2.93736090422044e-221
"gene:MD03G1157000",2.86514964288816,4.30646933631234,1.25959717241004e-222,3.6804661756276e-221
"gene:MD05G1238900",-1.21776366523369,6.19924878693654,1.34923059845219e-222,3.94018665520304e-221
"gene:MD05G1242300",0.899884056986356,7.08355830964304,2.36319823336513e-222,6.89747858472109e-221
"gene:MD01G1186600",2.67160322388723,4.43199933491093,2.894879043731e-222,8.44462475914915e-221
"gene:MD10G1170900",3.18502414310914,4.10861139332627,3.26340777542823e-222,9.51439411187729e-221
"gene:MD11G1001700",1.83611724961353,5.2426844758477,4.51276926192956e-222,1.31496112510181e-220
"gene:MD09G1089800",4.55874991776631,3.61522579042765,5.34702575959626e-222,1.55719207944156e-220
