"","logFC","logCPM","PValue","FDR"
"gene:MD10G1052800",0.987382537520571,6.46322307037945,8.94553190452821e-153,1.7877843811168e-151
"gene:MD14G1069700",-1.22656686801039,5.63239437028998,9.00567116168559e-153,1.79912160128204e-151
"gene:MD11G1157600",-1.8364132900569,4.78498292739575,1.01369457662689e-152,2.02435689760995e-151
"gene:MD10G1088000",-2.39886637339356,4.10547627050561,1.21216869226183e-152,2.41979519298188e-151
"gene:MD05G1155400",-3.54180793261248,3.45519555631993,1.537949277334e-152,3.06897400060055e-151
"gene:MD16G1068100",-6.0501802482489,2.84704593418787,1.67595891660328e-152,3.34310700531669e-151
"gene:MD06G1023700",0.954700552050993,6.33893199475944,2.24149359777513e-152,4.46951281059577e-151
"gene:MD11G1119700",1.4034536462817,5.35662697381446,2.79466136085634e-152,5.57041703828135e-151
"gene:MD01G1076500",-1.24566316058747,5.7088076550452,2.853790159496e-152,5.68612568197879e-151
"gene:MD11G1289300",-1.60158074639923,5.46908223885139,3.53445894956242e-152,7.03968653545587e-151
"gene:MD02G1083500",-5.97545592876587,2.93450828981735,3.95830764007021e-152,7.88090234975247e-151
"gene:MD04G1155600",-2.28708401323821,4.20361467710907,3.98878615530698e-152,7.93858757045454e-151
"gene:MD06G1002700",-0.959590341329604,6.32927533080373,4.71129887319559e-152,9.37301448024174e-151
"gene:MD15G1140100",0.8254075498913,6.75464156261267,5.43772301409454e-152,1.08141383667557e-150
"gene:MD02G1199900",-4.67754813329157,3.04562667179904,5.79205302946355e-152,1.15144616972083e-150
"gene:MD14G1162100",1.87757787698215,4.63642014567676,6.33990629734445e-152,1.25988318774771e-150
"gene:MD08G1001400",-2.28470789696786,4.20165745278085,7.23107658991746e-152,1.43643770406342e-150
"gene:MD01G1086200",-3.66160761638579,3.43367477378091,9.36323221004519e-152,1.8592855044804e-150
"gene:MD14G1184800",-1.69303584945378,4.88595600014282,9.74641290932564e-152,1.93464645559181e-150
"gene:MD10G1179300",1.28753648544598,5.54172115653538,1.08895225761825e-151,2.16073856354568e-150
"gene:MD03G1058100",-2.2448941124757,4.23649241199435,1.1162287792434e-151,2.21402865912284e-150
"gene:MD02G1062700",1.33683176253146,5.38666116654773,1.22912656221056e-151,2.43704376005816e-150
"gene:MD01G1177400",-1.69963693859317,4.88839176553794,1.23412192975956e-151,2.44602873722093e-150
"gene:MD02G1199600",-1.82155732499239,4.70915865499067,1.50618139792756e-151,2.98412896724633e-150
"gene:MD09G1145700",-4.2623291994424,3.14268628489273,1.5848748860855e-151,3.13886167356498e-150
"gene:MD11G1174000",-1.82569181828843,4.70294456676506,1.85576422795681e-151,3.6739812742744e-150
"gene:MD02G1211000",-1.9021918319354,4.60637211518319,2.10550853288197e-151,4.16685274044007e-150
"gene:MD04G1197500",-4.45600660915941,3.10128630314401,2.24278187132461e-151,4.43685516412345e-150
"gene:MD05G1067900",-2.20161806775324,4.27609820906333,2.49346674591374e-151,4.93093099535945e-150
"gene:MD17G1085600",-1.48955023089934,5.19821981696076,2.53432604729876e-151,5.00985345054662e-150
"gene:MD17G1035500",-4.34880955862244,3.13859927384196,2.61898042258475e-151,5.17525839144032e-150
"gene:MD13G1273700",1.03374798928883,6.09763821495885,2.65857772421085e-151,5.2515373690114e-150
"gene:MD10G1307800",-4.34578488404587,3.17895681535604,2.86167373285906e-151,5.65060031241932e-150
"gene:MD11G1140600",-4.07320410192666,3.19478902349428,3.14969642184089e-151,6.21699621947269e-150
"gene:MD11G1137100",-2.12910319562429,4.3468857063799,4.1707449129742e-151,8.22930256098662e-150
"gene:MD04G1033200",1.21231344316988,5.64617498384734,5.2079503419413e-151,1.02719711662052e-149
"gene:MD13G1245500",-2.31395969725781,4.16696374849114,6.90714016419795e-151,1.36182982953258e-149
"gene:MD00G1085500",-1.02967542178836,6.10624949146359,7.31165806303343e-151,1.44104692788657e-149
"gene:MD07G1006500",-1.04814477736063,6.05594155483138,7.47020945829496e-151,1.47174567441141e-149
"gene:MD01G1069100",-1.27935243424254,5.51434236490002,8.56960798493895e-151,1.68771357256783e-149
"gene:MD06G1081000",-2.01772503427241,4.4699044915649,8.71470809083104e-151,1.71564919529123e-149
"gene:MD03G1188800",-1.79538638700168,4.73510459928277,1.11199971860177e-150,2.18835735667074e-149
"gene:MD09G1078100",1.05398849345314,6.04320071003188,1.14679966884992e-150,2.2560000497879e-149
"gene:MD10G1230900",1.70266287645868,4.85891730020984,1.22645167590825e-150,2.41179298430562e-149
"gene:MD09G1145000",-1.93191708142068,4.56509588208627,1.25129196468306e-150,2.45972379833579e-149
"gene:MD12G1263500",-1.30734312826179,5.43324858820518,1.40639634765888e-150,2.76358978285681e-149
"gene:MD17G1157700",-3.43954452086024,3.42363318066852,1.89330934684455e-150,3.71899546599361e-149
"gene:MD07G1182500",-2.9746328708258,3.68133835812384,1.90948147032022e-150,3.7493656822844e-149
"gene:MD02G1113400",-1.80324332440224,4.72900170853811,2.09447989000485e-150,4.11108909113307e-149
"gene:MD10G1076500",-1.93529762915028,4.55669725424163,2.2083813608941e-150,4.33304469326324e-149
"gene:MD06G1073000",0.836292906534947,6.69640024436306,2.57028280559921e-150,5.04125271290845e-149
"gene:MD05G1092900",1.83921928215239,4.66937291536395,2.83202999130888e-150,5.55256854169597e-149
"gene:MD15G1133900",-1.08285980694181,5.9578758521765,3.15659465940282e-150,6.18662054743828e-149
"gene:MD02G1113500",-1.60409329740638,5.00297906490622,3.39779757497574e-150,6.65688119991811e-149
"gene:MD05G1219400",1.79619830078132,4.76593224155986,3.60570614740381e-150,7.06158737171275e-149
"gene:MD08G1114400",-2.93937429838352,3.6994855716309,3.62289280793478e-150,7.09261282788746e-149
"gene:MD04G1045200",-1.62004117551593,4.97574706182766,6.79388796312718e-150,1.32956009299922e-148
"gene:MD17G1271600",1.9084626840981,4.60195551406081,7.24805013656493e-150,1.417913250195e-148
"gene:MD15G1104000",-4.15318144422999,3.23362549009134,7.28092717617606e-150,1.42381676009901e-148
"gene:MD10G1150500",0.907331182741502,6.47603188501856,1.20086316979592e-149,2.34746940097134e-148
"gene:MD05G1290000",-3.72601875963924,3.29733920322104,1.41838626804919e-149,2.77166025058104e-148
"gene:MD15G1419100",0.870851721049405,6.58554904834414,1.50298565097845e-149,2.93588763771313e-148
"gene:MD03G1056700",0.905660674860088,6.46444520950266,1.52713173373116e-149,2.98194945459885e-148
"gene:MD06G1138700",-3.22374938175835,3.5178964351209,1.68817152600551e-149,3.29518336243733e-148
"gene:MD14G1077000",-3.38940663166653,3.43700700214468,1.83173887849056e-149,3.57409323679137e-148
"gene:MD16G1011200",-3.07313374903452,3.5959814858169,3.15220777808335e-149,6.14832065177123e-148
"gene:MD13G1019700",-1.91793083656032,4.61522281233704,3.21337483823839e-149,6.26530877425253e-148
"gene:MD09G1172900",1.55003960885975,5.08547503009712,4.13598024491217e-149,8.06118751282013e-148
"gene:MD00G1055200",-2.19796568540956,4.25737396838916,4.34222838356653e-149,8.46004681114452e-148
"gene:MD01G1114100",1.43157831721049,5.35442616005858,4.47547882248641e-149,8.71644123252422e-148
"gene:MD12G1237200",1.14289318342255,5.81157577580141,4.79010818512115e-149,9.32576950134642e-148
"gene:MD01G1220400",-3.07144614020801,3.5944903565809,5.63873293949799e-149,1.09738898140983e-147
"gene:MD04G1207200",-7.25107069574822,2.72696992421855,5.68866350031853e-149,1.10669790361601e-147
"gene:MD07G1282000",-1.0992237829442,5.90321683674768,5.88156464572545e-149,1.14380383842259e-147
"gene:MD12G1094000",1.7320776879444,4.79997146510108,7.14384623566574e-149,1.38877108114724e-147
"gene:MD07G1186500",-1.54528506677263,5.08118822538582,1.00931058498132e-148,1.96138723516948e-147
"gene:MD02G1265100",-2.18492290391874,4.26770231252548,1.15351249140893e-148,2.24078829868871e-147
"gene:MD11G1054500",-1.36674702209118,5.69112541919623,1.17078043261536e-148,2.27349524287801e-147
"gene:MD02G1068200",2.09149672288204,4.35750094445377,1.27370963275906e-148,2.47245932062368e-147
"gene:MD03G1154000",-4.27405484847529,3.11174823199998,1.27790241461644e-148,2.479685476427e-147
"gene:MD02G1232400",10.3605155368532,2.65441449135266,1.65331736146198e-148,3.2069735550153e-147
"gene:MD02G1232500",1.67169742111872,5.09973747923643,1.6624820664151e-148,3.22356495091172e-147
"gene:MD02G1273500",-5.0263578984411,2.97632844793499,2.77620752990371e-148,5.38110846507355e-147
"gene:MD09G1277600",-5.15501147745083,3.09918443034754,3.03371492779282e-148,5.87807343889498e-147
"gene:MD02G1086000",-3.3801452028347,3.42866300148916,3.7249745086547e-148,7.21479546679976e-147
"gene:MD14G1054100",-2.82364789579243,3.73646213741749,4.3134086946892e-148,8.35144963166677e-147
"gene:MD15G1228700",1.33857686243995,5.52381450575873,4.63823462280984e-148,8.97706907308674e-147
"gene:MD05G1323900",0.495225067084178,8.17302771988027,6.28644982234967e-148,1.21626430697191e-146
"gene:MD16G1082100",-1.97695040192039,4.48205203095501,6.37679819664486e-148,1.23329194605518e-146
"gene:MD17G1218700",-0.404760270010078,8.74564606033032,6.73700169751774e-148,1.30247876293542e-146
"gene:MD01G1184600",2.81224520871626,3.74188124016212,7.41038312075421e-148,1.43214003727262e-146
"gene:MD00G1057700",-3.65452666193113,3.30829636929704,7.43450955100417e-148,1.43627644040114e-146
"gene:MD02G1218200",-4.90796918260327,3.077999407754,8.06347006481636e-148,1.55721521306657e-146
"gene:MD15G1113400",0.729691848586399,7.06961270562653,8.15062587267036e-148,1.57347056790083e-146
"gene:MD02G1022200",-2.92118498909477,3.67147139112661,8.6206615074008e-148,1.66360156810035e-146
"gene:MD15G1351600",-4.07510554776191,3.16093565830382,9.32028147773991e-148,1.79795525024682e-146
"gene:MD01G1195300",-3.9906919428309,3.18689483733253,1.0659186044773e-147,2.05548859666316e-146
"gene:MD15G1267200",-1.14608436535846,5.77184440912086,1.52777897796419e-147,2.94505084345063e-146
"gene:MD13G1239100",-1.59280381466358,4.99452407619442,1.54824238280445e-147,2.98340707020422e-146
"gene:MD15G1008900",-8.66244270459013,2.83446777971169,1.65086804974903e-147,3.18000116186317e-146
"gene:MD06G1226700",-2.59722749034877,3.8902213408825,1.81144358624849e-147,3.48803746558348e-146
"gene:MD17G1122900",-0.817907002178648,6.73221185836628,1.85282598263561e-147,3.56641953102864e-146
"gene:MD04G1023700",-2.14392483384486,4.29550062596933,3.16812344915766e-147,6.09595034046058e-146
"gene:MD08G1133100",-1.65249615073666,4.90352464846631,3.26609411193579e-147,6.28216883871647e-146
"gene:MD09G1137600",0.463775802084195,8.35879743877055,3.59753956137039e-147,6.91716492913729e-146
"gene:MD02G1137100",0.899326884658219,6.45974347894094,3.94361584982666e-147,7.57981937083484e-146
"gene:MD09G1050600",-0.955544562947672,6.29181265925151,4.00105180643008e-147,7.68741250721053e-146
"gene:MD15G1174700",0.980682938349885,6.96155764504599,8.29349154257719e-147,1.5928879732231e-145
"gene:MD07G1098900",-6.36116031925461,2.76192962533731,9.15553335765392e-147,1.75781574377876e-145
"gene:MD09G1199800",-8.48681128584951,2.66296356541394,1.02438659466599e-146,1.96605434458803e-145
"gene:MD04G1239800",-0.860242498522851,6.58399102291083,1.10371528158025e-146,2.11753538253269e-145
"gene:MD01G1228700",0.813559163791843,6.79836741658809,1.13765198211368e-146,2.18185102504209e-145
"gene:MD02G1126400",-1.07844907158016,5.93390431583224,1.27649159009409e-146,2.44723529455298e-145
"gene:MD13G1238500",-2.29544130950027,4.13961825071856,1.33890689525886e-146,2.5659625204523e-145
"gene:MD07G1041600",-1.815156379336,4.66934362560765,1.3850981220782e-146,2.65352197807942e-145
"gene:MD08G1196300",1.3150370906126,5.5029023051978,2.9621074865223e-146,5.67264019414208e-145
"gene:MD14G1033800",1.38186775414378,5.33625054140418,3.94337335815567e-146,7.54909089954585e-145
"gene:MD07G1276100",-1.60077029593922,4.96828266656717,4.61656660246935e-146,8.83462769161233e-145
"gene:MD12G1239400",-1.47277257242165,5.54978066199936,5.45367616325202e-146,1.04328013973912e-144
"gene:MD11G1150800",-3.05103934002991,3.57647529330813,5.99466979067921e-146,1.14635561794856e-144
"gene:MD12G1212300",-1.15196977037592,5.74151330052532,6.12484589772613e-146,1.17082456503071e-144
"gene:MD10G1062400",0.993469534712945,6.22549301087593,6.95575728636518e-146,1.32917969217459e-144
"gene:MD15G1303600",1.11539937489532,5.89873745739593,7.53405055459147e-146,1.43916465157446e-144
"gene:MD00G1016700",-2.19256097022741,4.23170426770205,7.80076949970189e-146,1.48957416431491e-144
"gene:MD11G1209500",-2.24766119708534,4.17696183335391,8.19793588059649e-146,1.56484739876417e-144
"gene:MD04G1245900",-3.80390186499518,3.23170842922374,8.98520324182992e-146,1.71450290946943e-144
"gene:MD10G1141600",-3.02090387709525,3.59150344959243,1.01823756841292e-145,1.94223752606386e-144
"gene:MD08G1132600",0.985302621293181,6.51557339387539,1.09934060524144e-145,2.09617942375412e-144
"gene:MD03G1242500",-1.082337544468,5.91431617085385,1.12956398199842e-145,2.1530297786259e-144
"gene:MD13G1239300",-3.75908177006528,3.24697535922306,1.15713395827766e-145,2.20478331262724e-144
"gene:MD06G1010400",-2.89605983425801,3.68554657349216,1.23151400521374e-145,2.34565836579913e-144
"gene:MD02G1079800",-1.24805450086447,5.5151309458888,1.32639299217975e-145,2.52546183395495e-144
"gene:MD16G1220700",-2.87389144155582,3.68974253001782,1.59206908741563e-145,3.03021709633301e-144
"gene:MD16G1133800",-4.85312299468485,3.02584846224017,1.78614050335885e-145,3.39837071744766e-144
"gene:MD06G1165100",1.66548072799306,4.8620191559116,1.82233218608435e-145,3.46597987112422e-144
"gene:MD07G1304100",-1.49341786083591,5.13397845402611,2.53867445543461e-145,4.82668455133658e-144
"gene:MD05G1168700",0.995177989670587,6.7236038223736,2.62384631422538e-145,4.98682084535355e-144
"gene:MD16G1272400",-1.85603862910434,4.61522318376099,2.77901175215577e-145,5.27982200361843e-144
"gene:MD14G1041700",0.476408550144731,8.2784807349798,2.81814054190911e-145,5.35223443719224e-144
"gene:MD01G1083700",0.803588010696174,6.77814796412776,3.23198818215493e-145,6.13600751314014e-144
"gene:MD14G1050600",1.92267229076744,4.51476994747165,5.4178821136921e-145,1.02822785375399e-143
"gene:MD03G1190800",-2.09443248796255,4.32367398568138,6.55683964568711e-145,1.24393625810498e-143
"gene:MD10G1001500",-1.56867982653855,5.00578659464335,7.27841169103743e-145,1.38033337287668e-143
"gene:MD17G1038000",-3.98426962916997,3.18094562120007,8.18017217474169e-145,1.5507924538751e-143
"gene:MD13G1267500",-2.6245234517292,3.85204295445892,8.5589353663561e-145,1.62201512812428e-143
"gene:MD17G1040500",-1.78002838708974,4.72628100431579,8.8576439673397e-145,1.67802083506273e-143
"gene:MD10G1058200",-4.73129427691734,3.20850074691721,9.12426211032331e-145,1.7279091847776e-143
"gene:MD15G1183500",-5.4686195132371,2.83951235598896,9.99350854136849e-145,1.89184362519855e-143
"gene:MD11G1270600",1.72066879056485,4.78566772122555,1.40645732975204e-144,2.66157036341774e-143
"gene:MD13G1186900",-1.9331604979777,4.52886306141179,1.41028967822038e-144,2.66786542033792e-143
"gene:MD15G1212800",-1.93480953559014,4.49968531741852,1.60971657965852e-144,3.04403234592219e-143
"gene:MD01G1102900",-2.51803412343408,3.92266973717201,1.62559408758869e-144,3.07295547575324e-143
"gene:MD03G1161700",-3.81663028766895,3.214338236033,1.77667473106653e-144,3.357348691909e-143
"gene:MD12G1101300",-3.02114012330861,3.57798532519801,2.26885503766848e-144,4.28587691768171e-143
"gene:MD08G1192100",1.21179605106646,5.6108390315854,2.3843489779621e-144,4.50243284807373e-143
"gene:MD15G1135100",-1.16608601956926,5.6890341155887,4.03429056203646e-144,7.61533709850983e-143
"gene:MD17G1210700",-2.50099657124727,3.93214564954769,4.28292631620757e-144,8.0817823557461e-143
"gene:MD15G1231200",-3.06338316321533,3.61522733589695,4.43813484686907e-144,8.37166201569104e-143
"gene:MD05G1294300",-3.25779041226318,3.4469567802075,5.11179856855391e-144,9.63894774058284e-143
"gene:MD02G1308100",-1.93565385614211,4.49649498984622,5.47172059355077e-144,1.0313939093083e-142
"gene:MD08G1240800",0.828123037125908,6.66139682786743,5.52416900252661e-144,1.04090817206951e-142
"gene:MD08G1045200",-2.21821261431871,4.18689090987325,6.78845407167506e-144,1.27867805783648e-142
"gene:MD06G1173700",-4.10404573880592,3.11383167859584,7.39946193827846e-144,1.39327033947427e-142
"gene:MD17G1272200",-1.117906857297,5.88045404966147,7.43382610584848e-144,1.3992413370755e-142
"gene:MD05G1067100",2.45263604593818,3.96946108817508,1.08076042370716e-143,2.03354925104314e-142
"gene:MD17G1195700",-4.30639106038704,3.05433087226869,1.19456512700164e-143,2.24688157500689e-142
"gene:MD13G1009100",2.40500839340193,4.00917605602741,1.32028519442019e-143,2.48246564844618e-142
"gene:MD12G1216600",-2.78746157609714,3.71603701022262,1.34834636929493e-143,2.53432415762593e-142
"gene:MD13G1033900",-3.4198237565521,3.36536960409033,1.40365800752719e-143,2.63734688190209e-142
"gene:MD02G1159300",-2.73916178713401,3.77909330702315,1.43920910158653e-143,2.70318116904469e-142
"gene:MD15G1192500",-1.22081186898379,5.64649411234431,1.45851393585314e-143,2.73846505841333e-142
"gene:MD12G1034500",-1.65556513668472,4.86012739273526,1.48028073124056e-143,2.77834469915866e-142
"gene:MD04G1222400",1.33912302374823,5.33580385617975,1.52960730746282e-143,2.86990462479177e-142
"gene:MD05G1108600",-2.02675368492931,4.38361109174348,1.6136321416585e-143,3.02647840623083e-142
"gene:MD05G1208800",-2.64880725357339,3.81794725481279,1.68025243730064e-143,3.15030905779144e-142
"gene:MD06G1159200",-1.34555418524911,5.43116143193327,1.71692232488667e-143,3.21791756705216e-142
"gene:MD15G1219200",-0.579379403435583,7.683941472272,1.83433156162435e-143,3.43674887714494e-142
"gene:MD11G1201800",-2.34516067901308,4.0608209018953,3.20699503813572e-143,6.00639649525271e-142
"gene:MD05G1030800",-1.56797332276086,5.16344215028823,3.56088389926836e-143,6.66682917044063e-142
"gene:MD16G1000900",-2.31499851546934,4.08756782606889,3.5780553816181e-143,6.69660109588077e-142
"gene:MD02G1123400",-1.08225675740082,6.04615623762832,4.60138923274997e-143,8.60879281746954e-142
"gene:MD07G1298900",-1.32128925569761,5.33933344427631,5.80539660255504e-143,1.08575327026722e-141
"gene:MD14G1231500",1.09054251626291,5.86357332919403,6.03288734894346e-143,1.12789972233473e-141
"gene:MD16G1027500",-0.524470774063558,7.97242533263177,6.24017332062807e-143,1.16624018817592e-141
"gene:MD14G1143100",-4.88351900014549,2.91552563458825,7.45320914729077e-143,1.39245378546675e-141
"gene:MD09G1052400",-1.40133183833343,5.42613914804108,7.58615521824118e-143,1.41678970384298e-141
"gene:MD11G1178400",-5.64430635409127,2.88900908986435,7.94121106806523e-143,1.48257491306488e-141
"gene:MD17G1102700",0.93652740721071,6.3026338862697,8.13564285064741e-143,1.51833665812454e-141
"gene:MD15G1249000",0.888628306519614,7.05614019636177,9.49825956072903e-143,1.77201169965479e-141
"gene:MD08G1195400",-0.571391627553138,7.72208110589564,1.10362537021912e-142,2.05821448552782e-141
"gene:MD02G1183800",-4.12514923468644,3.09497277174864,1.33019850248731e-142,2.4798868582426e-141
"gene:MD16G1202600",1.09440676933834,5.99116780178754,1.94125492983356e-142,3.61779951428805e-141
"gene:MD05G1238800",3.81744448000476,3.26585116025315,2.29903930697022e-142,4.28306718788119e-141
"gene:MD09G1126100",-3.02403354464933,3.60785546711965,2.54225741524055e-142,4.73450559100289e-141
"gene:MD17G1070500",-1.52976203969186,5.05919512625283,2.79188222348619e-142,5.19755243024656e-141
"gene:MD10G1328000",1.23763727076495,5.50130993901319,2.85772974586427e-142,5.3182612747575e-141
"gene:MD11G1002900",-5.06430381085545,3.01251062621736,2.96621383711325e-142,5.51820402057108e-141
"gene:MD02G1045900",-1.82470260261383,4.61448786209448,3.41224332319058e-142,6.34573783880092e-141
"gene:MD12G1236500",1.07676346122236,5.89146871683672,3.598003882441e-142,6.68883760182661e-141
"gene:MD16G1121200",-3.25702266120759,3.42866321982943,3.69210745369015e-142,6.86136149454095e-141
"gene:MD17G1017200",0.857093820663048,6.565518155275,3.86462201940624e-142,7.17943043062714e-141
"gene:MD13G1027800",1.09691894945225,5.83859621811539,4.09709072519065e-142,7.60861485694649e-141
"gene:MD11G1206500",-0.702369483356458,7.12094552539028,5.90841251259359e-142,1.09685175757374e-140
"gene:MD02G1202100",-1.73276427060412,4.74924572192191,6.66260564446854e-142,1.23642675684347e-140
"gene:MD14G1217900",0.948543188752058,6.25292806247354,7.0012452022148e-142,1.29881348297577e-140
"gene:MD04G1007900",-1.81893058490039,4.6166931793195,8.03505212944811e-142,1.49007272981443e-140
"gene:MD10G1093800",-2.60551455837071,3.82686466592666,9.4706597135769e-142,1.75568388032956e-140
"gene:MD13G1210700",0.941292894378381,6.27961952392106,9.76598803604659e-142,1.80979611738979e-140
"gene:MD11G1229100",-1.75612526849483,4.69878749084198,1.09577359868519e-141,2.02993310039535e-140
"gene:MD12G1195400",-1.75851428838053,4.71877260704699,1.28353682469901e-141,2.37693173003689e-140
"gene:MD02G1301900",-0.852271935930549,6.56127122111208,1.35462510035941e-141,2.50769682057058e-140
"gene:MD11G1232500",-4.32739631565204,3.02805965058191,1.37955592707034e-141,2.55295295261813e-140
"gene:MD15G1403700",-0.98839197535849,6.12883087508557,1.48598617071883e-141,2.74894411188642e-140
"gene:MD05G1189300",-2.15693981812893,4.22401032592021,1.50266578135535e-141,2.77882524454637e-140
"gene:MD02G1091900",-0.847192519589929,6.95001547583449,1.84990009612064e-141,3.4197539771994e-140
"gene:MD04G1209400",-3.53319714479745,3.29366835720866,2.15655085792333e-141,3.98523646803553e-140
"gene:MD09G1293000",-4.08375355828399,3.09497276830475,2.28649719933126e-141,4.22389312749317e-140
"gene:MD02G1075100",-4.4244144846754,3.07158288761544,2.62742751018642e-141,4.85200120149657e-140
"gene:MD11G1253300",-1.09428650617479,5.83886892125498,2.63837810841891e-141,4.87051801946524e-140
"gene:MD06G1104100",-2.63714689612388,3.79865118099751,2.6744506108048e-141,4.9353813738438e-140
"gene:MD07G1172600",0.81503514345166,6.95066630312404,2.70878239115975e-141,4.99698818090788e-140
"gene:MD02G1081000",-1.68219653052154,4.79799871804437,2.92052964505509e-141,5.38572216817659e-140
"gene:MD08G1135100",-3.7346093449677,3.35659914718064,7.15328597492365e-141,1.31866989026022e-139
"gene:MD00G1160700",0.601962191305675,7.7779145496842,7.36494772786796e-141,1.35721421423999e-139
"gene:MD01G1234500",-2.41735735267602,3.9682876005036,8.24173037090858e-141,1.51825742749595e-139
"gene:MD04G1148200",-1.94090369999329,4.45354782210375,8.8755225938011e-141,1.63444112122788e-139
"gene:MD14G1067400",-1.44494014352355,5.20800451687085,1.0418857626216e-140,1.91797895310386e-139
"gene:MD12G1013300",-0.752542841803681,6.95931617837748,1.05327320654037e-140,1.938265254227e-139
"gene:MD13G1085500",1.07338990303112,5.88446897926775,1.22666414701937e-140,2.2565571600261e-139
"gene:MD00G1019200",-3.31228587946243,3.51316894994499,1.2643437252393e-140,2.32506110226101e-139
"gene:MD14G1131300",0.650868092413671,7.48270780278191,1.39973392978211e-140,2.5731393234799e-139
"gene:MD07G1051300",-1.2504876373639,5.59969232222906,1.53644457234333e-140,2.82347119128779e-139
"gene:MD03G1254300",-1.9156991685673,4.48848920369787,1.57189370972201e-140,2.88760871279863e-139
"gene:MD12G1101800",0.497598068508006,8.08357467170762,1.58824225065689e-140,2.91662550633339e-139
"gene:MD10G1090700",-0.835336721942659,6.68202199792838,1.93657479700254e-140,3.55506061151099e-139
"gene:MD14G1182200",3.44575515712524,3.31918846490812,2.27079019797611e-140,4.1671449489025e-139
"gene:MD04G1121200",-1.01984812261294,6.02776863046023,2.35877844239042e-140,4.32710726365611e-139
"gene:MD05G1210000",-1.14591431799599,5.69878226847384,2.664673947757e-140,4.88656358409777e-139
"gene:MD07G1017600",-2.79348367621815,3.67711825796717,3.65334667841155e-140,6.69729430539115e-139
"gene:MD04G1051800",0.669671830520842,7.23115064739544,4.40983482888033e-140,8.08127514628135e-139
"gene:MD17G1129000",-4.20326159630549,3.04562692855494,5.68046264665362e-140,1.04061577091754e-138
"gene:MD06G1157400",-2.42916484068793,3.94858009996207,7.16160430945501e-140,1.31149365585058e-138
"gene:MD10G1339800",-4.04111150117395,3.09286206726411,7.21032546415133e-140,1.31995756787506e-138
"gene:MD12G1183000",-2.98994083121061,3.5505629045358,9.97701020474958e-140,1.82580671481158e-138
"gene:MD03G1270200",0.880928349182363,6.44430419159463,1.12294368211078e-139,2.05428972383644e-138
"gene:MD14G1165900",-3.80173709472548,3.17097552325174,1.18781696356683e-139,2.17221409415667e-138
"gene:MD07G1184600",-3.4054558122216,3.33175553909261,1.27328526123717e-139,2.32770668848907e-138
"gene:MD10G1163500",-2.07238873985636,4.29641859975472,1.29964785823471e-139,2.37507718957577e-138
"gene:MD11G1162100",-1.6132869606051,4.89385860562565,1.40682377860086e-139,2.57004824756453e-138
"gene:MD16G1208000",-3.56550107298292,3.34600422130679,1.59592197343747e-139,2.91449171748842e-138
"gene:MD16G1116500",-2.49194186722651,3.89265046455892,1.69236451581745e-139,3.08954644959253e-138
"gene:MD03G1097200",0.859508687929466,6.51320515037971,1.82846215932098e-139,3.33684853788055e-138
"gene:MD11G1139100",-1.80607441192623,4.61006708919865,1.83950672265403e-139,3.35584310133159e-138
"gene:MD04G1113200",-5.52574280756868,2.77515348510677,2.25733911411293e-139,4.1166778083482e-138
"gene:MD11G1241400",-3.86438685439063,3.25832000878701,2.38359892079858e-139,4.34543348364458e-138
"gene:MD08G1188100",-2.71732027897244,3.72968617744655,2.7712714112829e-139,5.05043626477095e-138
"gene:MD08G1108900",-3.73047433884331,3.19281979976893,3.15940980974951e-139,5.75580078673571e-138
"gene:MD10G1096200",0.780271003945155,6.78927087446681,3.21148268764634e-139,5.84864669990178e-138
"gene:MD13G1048500",-3.11804291087484,3.48769049921507,3.23446508254109e-139,5.88846817115291e-138
"gene:MD17G1058500",-3.14739872970773,3.55976128418725,3.27710405203458e-139,5.96403536260716e-138
"gene:MD15G1286300",-7.1556033683955,2.63422382496489,4.02025958680158e-139,7.31398795679552e-138
"gene:MD06G1107300",-0.942674072833852,6.24838225930639,4.28759727574291e-139,7.79766096275713e-138
"gene:MD05G1170700",-2.41090671758699,3.95556659062559,4.80680824537697e-139,8.73891325989061e-138
"gene:MD10G1253000",1.65221776065022,4.81541508706768,5.15109540542818e-139,9.36161001990654e-138
"gene:MD03G1116200",-1.04038571068457,5.95700701492125,5.65199585613796e-139,1.02684090061513e-137
"gene:MD15G1343100",-2.45472857742925,3.91671574162719,7.2151139583886e-139,1.31037302093448e-137
"gene:MD17G1030000",0.880298175468046,6.43683417831747,7.89113343745582e-139,1.43265496944873e-137
"gene:MD16G1245600",-2.50889712658851,3.8743341733741,9.21593240164307e-139,1.67259976185498e-137
"gene:MD14G1205300",-3.75280130652749,3.29550488321337,9.54736783533674e-139,1.73215592364463e-137
"gene:MD11G1292400",-3.27010283257011,3.38620312364923,1.19400630783795e-138,2.16551192165341e-137
"gene:MD08G1023500",0.688677506316563,7.27777371110138,1.33140010331439e-138,2.41386637500531e-137
"gene:MD15G1332600",-1.25442671080711,5.54862854711843,1.38104648154094e-138,2.50301623652753e-137
"gene:MD04G1104700",1.89174379134721,4.5092399524621,1.54430094657591e-138,2.79793803584197e-137
"gene:MD01G1154900",-2.84084665143891,3.68414522615775,1.68294320917125e-138,3.04808062482489e-137
"gene:MD10G1127400",0.812445529773312,7.33359647375623,1.96206447734534e-138,3.55239418467802e-137
